,KeggID,Description
545,ds:H00549,Tetralogy of Fallot
546,ds:H00550,Complete transposition of the great arteries
547,ds:H00551,Alagille syndrome
548,ds:H00552,Chromosome Xp21 deletion syndrome
549,ds:H00553,Congenital supravalvar aortic stenosis
550,ds:H00554,Aortic valve disease; Bicuspid aortic valve
551,ds:H00555,Char syndrome
552,ds:H00556,CHARGE syndrome
553,ds:H00557,Cutis laxa
554,ds:H00558,Geroderma osteodysplasticum
555,ds:H00559,von Hippel-Lindau syndrome
556,ds:H00560,Pseudoxanthoma elasticum
557,ds:H00561,Brachydactyly-mental retardation syndrome; Chromosome 2q37 deletion syndrome
558,ds:H00562,Dystrophinopathies
559,ds:H00563,Emery-Dreifuss muscular dystrophy
560,ds:H00564,Primary ciliary dyskinesia
561,ds:H00565,Sarcoglycanopathies
562,ds:H00566,Distal myopathy with anterior tibial onset
563,ds:H00567,"Limb-girdle muscular dystrophy 1C; Limb-girdle muscular dystrophy, caveolin myopathy"
564,ds:H00568,Myotonic dystrophy
565,ds:H00569,Aarskog-Scott syndrome; Faciogenital dysplasia
566,ds:H00570,Kabuki syndrome
567,ds:H00571,Johanson-Blizzard syndrome
568,ds:H00572,ESCO2-related disorders
569,ds:H00573,Townes-Brocks syndrome
570,ds:H00574,Coffin-Lowry syndrome
571,ds:H00575,Renal tubular dysgenesis
572,ds:H00576,Pierson syndrome
573,ds:H00577,Symptomatic generalized epilepsies
574,ds:H00578,Epstein syndrome
575,ds:H00579,"Hereditary angiopathy with nephropathy, aneurysms, and muscle cramps (HANAC)"
576,ds:H00580,Schimke immunoosseous dysplasia
577,ds:H00581,Alport syndrome
578,ds:H00582,Benign familial hematuria; Thin basement membrane nephropathy
579,ds:H00583,Opitz-GBBB syndrome
580,ds:H00584,Epidermolysis bullosa simplex
581,ds:H00585,"Epidermolysis bullosa, hemidesmosomal"
582,ds:H00586,"Epidermolysis bullosa, junctional"
583,ds:H00587,"Epidermolysis bullosa, dysprophica"
584,ds:H00588,Kindler syndrome
585,ds:H00589,Familial exudative vitreoretinopathy
586,ds:H00590,Congenital muscular dystrophies (CMD/MDC)
587,ds:H00591,Facioscapulohumeral muscular dystrophy
588,ds:H00592,Calpainopathy; Limb-girdle muscular dystrophy 2A
589,ds:H00593,Limb-girdle muscular dystrophy
590,ds:H00594,Distal myopathy
591,ds:H00595,Myofibrillar myopathies
592,ds:H00596,Nonaka distal myopathy (NM); Distal myopathy with rimmed vacuoles (DMRV); Hereditary inclusion body myopathy (hIBM)
593,ds:H00597,Snyder-Robinson syndrome
594,ds:H00598,"46,XX testicular disorder of sex development"
595,ds:H00599,"Ovarian dysgenesis; 46,XX gonadal dysgenesis"
596,ds:H00600,Mullerian agenesis; Mayer Rokitansky Kuster Hauser syndrome
597,ds:H00601,Hutchinson-Gilford progeria syndrome
598,ds:H00602,Glucocorticoid-remediable aldosteronism (GRA); Familial hyperaldosteronism type I
599,ds:H00603,Hypertension exacerbated in pregnancy
600,ds:H00604,"Deafness, autosomal dominant"
601,ds:H00605,"Deafness, autosomal recessive"
602,ds:H00606,Early infantile epileptic encephalopathy; Developmental and epileptic encephalopathy; Ohtahara syndrome
603,ds:H00607,"46,XY gonadal dysgenesis"
604,ds:H00608,"46,XY disorder of sex development due to testosterone secretion defect"
605,ds:H00609,Persistent Mullerian duct syndrome
606,ds:H00610,Treacher Collins syndrome
607,ds:H00611,Popliteal pterygium syndrome (PPS)
608,ds:H00612,Primary open angle glaucoma; Glaucoma 1
609,ds:H00613,Infantile cortical hyperostosis; Caffey disease
610,ds:H00614,Hyaline fibromatosis syndrome
611,ds:H00615,Amelogenesis imperfecta
612,ds:H00616,Bowen-Conradi syndrome
613,ds:H00617,Desmosterolosis
614,ds:H00618,Amelogenesis imperfecta hypoplastic-hypomaturation with taurodontism
615,ds:H00619,Kenny-Caffey syndrome
616,ds:H00620,Axenfeld-Rieger syndrome
617,ds:H00621,Alopecia neurologic defects and endocrinopathy syndrome; ANE syndrome
618,ds:H00622,Hypoparathyroidism-retardation-dysmorphism syndrome; Sanjad-Sakati syndrome
619,ds:H00623,Hajdu-Cheney syndrome
620,ds:H00624,Progressive familial intrahepatic cholestasis
621,ds:H00625,Tooth agenesis; Hypodontia
622,ds:H00626,Focal segmental glomerulosclerosis
623,ds:H00627,Premature ovarian failure
624,ds:H00628,Congenital bile acid synthesis defect
625,ds:H00629,Acheiropodia
626,ds:H00630,Rheumatoid arthritis
627,ds:H00631,Cornelia de Lange syndrome
628,ds:H00632,Heterotaxy; Situs ambiguus
629,ds:H00633,Duane retraction syndrome
630,ds:H00634,Duane-radial ray syndrome; Okihiro syndrome
631,ds:H00635,Aniridia
632,ds:H00636,Tetra-amelia syndrome
633,ds:H00637,Ulnar-mammary syndrome; Schinzel syndrome
634,ds:H00638,Ectrodactyly-ectodermal dysplasia cleft-palate syndrome; EEC syndrome
635,ds:H00639,"Ectodermal dysplasia, ectrodactyly, and macular dystrophy; EEM syndrome"
636,ds:H00640,Limb-mammary syndrome
637,ds:H00641,ADULT syndrome
638,ds:H00642,Lacrimo-auriculo-dento-digital syndrome; LADD syndrome; Levy-Hollister syndrome
639,ds:H00643,Tooth and nail syndrome; Witkop syndrome
640,ds:H00644,Ectodermal dysplasia/skin fragility syndrome
641,ds:H00645,Incontinentia pigmenti
642,ds:H00646,Odontoonychodermal dysplasia
643,ds:H00647,Ectodermal dysplasia-syndactyly syndrome
644,ds:H00648,"Ectodermal dysplasia, Clouston type; Clouston syndrome"
645,ds:H00649,"Ectodermal dysplasia, hair-nail type"
646,ds:H00650,Allan-Herndon-Dudley syndrome; Monocarboxylate transporter 8 deficiency
647,ds:H00651,Hypohidrotic ectodermal dysplasia
648,ds:H00652,Solitary median maxillary central incisor syndrome
649,ds:H00653,Marfan syndrome
650,ds:H00654,Barth syndrome
651,ds:H00655,McLeod syndrome
652,ds:H00656,Scapuloperoneal myopathy
653,ds:H00657,Reducing body myopathy
654,ds:H00658,Syndromic X-linked mental retardation
655,ds:H00659,Shprintzen-Goldberg syndrome
656,ds:H00660,Congenital contractural arachnodactyly; Beals syndrome
657,ds:H00661,MASS phenotype
658,ds:H00662,Ectopia lentis
659,ds:H00663,Restrictive dermopathy
660,ds:H00664,Anemia due to disorders of glycolytic enzymes
661,ds:H00665,Mandibuloacral dysplasia
662,ds:H00666,Peutz-Jeghers syndrome
663,ds:H00667,Woolly hair
664,ds:H00668,Anemia due to disorders of glutathione metabolism
665,ds:H00669,Naxos disease
666,ds:H00670,Monilethrix
667,ds:H00671,Netherton syndrome
668,ds:H00672,Pseudofolliculitis barbae
669,ds:H00673,Weill-Marchesani syndrome
670,ds:H00674,Anemia due to disorders of nucleotide metabolism
671,ds:H00675,Acrocapitofemoral dysplasia
672,ds:H00676,Congenital primary aphakia
673,ds:H00677,Aplasia of lacrimal and salivary glands
674,ds:H00678,"Achondrogenesis type IA; Achondrogenesis, Houston-Harris type"
675,ds:H00679,Hypomyelinating leukodystrophy; Pelizaeus-Merzbacher disease (PMD)
676,ds:H00680,Primary failure of tooth eruption
677,ds:H00681,Acne inversa; Hidradenitis suppurativa
678,ds:H00682,"Woodhouse-Sakati syndrome; Hypogonadism, alopecia, diabetes mellitus, mental retardation, and extrapyramidal syndrome"
679,ds:H00683,Anonychia congenita
680,ds:H00684,Pachyonychia congenita
681,ds:H00685,Bifid nose with or without anorectal and renal anomalies; BNAR syndrome
682,ds:H00686,Manitoba oculotrichoanal syndrome
683,ds:H00687,Fraser syndrome
684,ds:H00688,Familial advanced sleep phase syndrome
685,ds:H00689,Delayed sleep phase syndrome
686,ds:H00690,Aland Island eye disease; Forsius-Eriksson syndrome
687,ds:H00691,Bullous congenital ichthyosiform erythroderma (BCIE); Epidermolytic hyperkeratosis (EHK)
688,ds:H00692,Lowe syndrome; Oculocerebrorenal Dystrophy (OCRL)
689,ds:H00693,Ichthyosis bullosa of Siemens
690,ds:H00694,Dent disease
691,ds:H00695,Mal de Meleda; Meleda disease
692,ds:H00696,Haim-Munk syndrome; Keratosis palmoplantaris periodontopathia onychogryposis
693,ds:H00697,X-linked myopathy with postural muscle atrophy
694,ds:H00698,Nemaline myopathy
695,ds:H00699,Central core disease
696,ds:H00700,Centronuclear myopathy
697,ds:H00701,Congenital fiber type disproportion
698,ds:H00702,Cap myopathy
699,ds:H00703,Myosin storage myopathy; Hyaline body myopathy
700,ds:H00704,Oculopharyngeal muscular dystrophy
701,ds:H00705,Myotonia congenita
702,ds:H00706,Bart-Pumphrey syndrome
703,ds:H00707,"Ichthyosis hystrix, Curth-Macklin type"
704,ds:H00708,Naegeli-Franceschetti-Jadassohn syndrome
705,ds:H00709,Birk Barel mental retardation syndrome (BBMRS); Birk-Barel syndrome (BIBAS)
706,ds:H00710,Erythrokeratodermia variabilis
707,ds:H00711,Russell-Silver syndrome; Silver-Russell syndrome
708,ds:H00712,KID/HID syndrome
709,ds:H00713,Beckwith-Wiedemann syndrome
710,ds:H00714,Vohwinkel syndrome
711,ds:H00715,Darier disease; Dyskeratosis follicularis
712,ds:H00716,Palmoplantar keratoderma with deafness
713,ds:H00717,Striate palmoplantar keratoderma
714,ds:H00718,Sotos syndrome
715,ds:H00719,Leprechaunism; Donohue syndrome
716,ds:H00720,Long QT syndrome
717,ds:H00721,"Pyogenic bacterial infections, recurrent, due to MYD88 deficiency"
718,ds:H00722,Epidermolytic palmoplantar keratoderma
719,ds:H00723,Non-epidermolytic palmoplantar keratoderma
720,ds:H00724,White sponge nevus
721,ds:H00725,Short QT syndrome
722,ds:H00726,Meesmann corneal dystrophy
723,ds:H00727,Athabascan brainstem dysgenesis syndrome; Bosley-Salih-Alorainy syndrome
724,ds:H00728,Brugada syndrome
725,ds:H00729,Sick sinus syndrome; Sinus node dysfunction
726,ds:H00730,Familial idiopathic ventricular fibrillation
727,ds:H00731,Atrial fibrillation
728,ds:H00732,Sorsby fundus dystrophy
729,ds:H00733,Harlequin ichthyosis
730,ds:H00734,Autosomal recessive congenital ichthyosis
731,ds:H00735,Ichthyosis vulgaris
732,ds:H00736,Dorfman-Chanarin syndrome; Chanarin-Dorfman syndrome
733,ds:H00737,Peeling skin syndrome
734,ds:H00738,Ichthyosis with confetti; Congenital reticular ichthyosiform erythroderma; Ichthyosis variegata
735,ds:H00739,Ichthyosis with hypotrichosis
736,ds:H00740,"Ichthyosis follicularis, alopecia, and photophobia syndrome"
737,ds:H00741,Ichthyosis prematurity syndrome
738,ds:H00742,"Neonatal ichthyosis-sclerosing cholangitis (NISCH) syndrome; Ichthyosis, leukocyte vacuoles, alopecia, and sclerosing cholangitis (ILVASC)"
739,ds:H00743,Paramyotonia congenita
740,ds:H00744,Potassium-aggravated myotonia; Sodium channel myotonia
741,ds:H00745,Hyperkalemic periodic paralysis (HyperPP)
742,ds:H00746,Hypokalemic periodic paralysis (HypoPP)
743,ds:H00747,Thyrotoxic hypokalemic periodic paralysis
744,ds:H00748,Andersen-Tawil syndrome
745,ds:H00749,Episodic ataxias
746,ds:H00750,Keratosis pilaris atrophicans
747,ds:H00751,Asphyxiating thoracic dystrophy; Jeune syndrome
748,ds:H00752,Ankyloblepharon-ctodermal defects-cleft lip/palate (AEC) syndrome and Rapp-Hodgkin syndrome
749,ds:H00753,Urofacial syndrome
750,ds:H00754,3-Methylglutaconic aciduria
751,ds:H00755,Acrokeratosis verruciformis
752,ds:H00756,Pitt-Hopkins syndrome
753,ds:H00757,Dyggve-Melchior-Clausen disease
754,ds:H00758,Progressive pseudorheumatoid dysplasia; Spondyloepiphyseal dysplasia tarda with progressive arthropathy (SEDT-PA)
755,ds:H00759,Waardenburg syndrome
756,ds:H00760,Spondyloepiphyseal dysplasia tarda
757,ds:H00761,"SEMD, Pakistani type; Brachyolmia type 4"
758,ds:H00762,"Spondyloepiphyseal dysplasia with congenital joint dislocations; Spondyloepiphyseal dysplasia, Omani type"
759,ds:H00763,Transient bullous dermolysis of the newborn
760,ds:H00764,Chromosme 5p deletion syndrome; Cri du chat syndrome; Cat cry syndrome
761,ds:H00765,"Spondyloepiphyseal dysplasia, Kimberley type"
762,ds:H00766,Wolcott-Rallison syndrome
763,ds:H00767,"SEMD, Matrilin type"
764,ds:H00768,Autosomal recessive intellectual developmental disorder; Autosomal recessive mental retardation
765,ds:H00769,Hyperekplexia; Startle disease
766,ds:H00770,Congenital myasthenic syndrome
767,ds:H00771,Inherited erythromelalgia; Primary erythromelalgia
768,ds:H00772,Paroxysmal extreme pain disorder
769,ds:H00773,Autosomal dominant intellectual developmental disorder; Autosomal dominant mental retardation
770,ds:H00774,Congenital insensitivity to pain
771,ds:H00775,Hemiplegic migraine
772,ds:H00776,Congenital motor nystagmus (CMN); Idiopathic congenital nystagmus (ICN)
773,ds:H00777,"SEMD, short limb-hand type; SEMD, short limb-abnormal calcification type"
774,ds:H00778,Tarsal-carpal coalition syndrome
775,ds:H00779,Usher syndrome (US)
776,ds:H00780,Atrichia with papular lesions
777,ds:H00781,Schopf-Schulz-Passarge syndrome; Keratosis palmoplantaris-cystic eyelids-hypodontia-hypotrichosis
778,ds:H00782,Hypotrichosis and recurrent skin vesicles
779,ds:H00783,Febrile seizures
780,ds:H00784,Localized autosomal recessive hypotrichosis
781,ds:H00785,Congenital hypotrichosis with juvenile macular dystrophy
782,ds:H00786,Hypotrichosis
783,ds:H00787,Congenital stationary night blindness
784,ds:H00788,Hoyeraal-Hreidarsson syndrome; X-linked dyskeratosis congenita
785,ds:H00789,Keratoconus
786,ds:H00790,Keratosis linearis with ichthyosis congenita and sclerosing keratoderma; KLICK syndrome
787,ds:H00791,Disseminated superficial actinic porokeratosis (DSAP)
788,ds:H00792,Warburg micro syndrome
789,ds:H00793,Poikiloderma with neutropenia
790,ds:H00794,Aromatase excess syndrome
791,ds:H00795,Seborrhea-like dermatitis with psoriasiform element
792,ds:H00796,Dermatopathia pigmentosa reticularis
793,ds:H00797,Martsolf syndrome
794,ds:H00798,Familial carpal tunnel syndrome
795,ds:H00799,"CEDNIK syndrome; Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome"
796,ds:H00800,Loeys-Dietz syndrome
797,ds:H00801,Familial thoracic aortic aneurysm and dissection; Aortic aneurysm familial thoracic type (AAT)
798,ds:H00802,Ehlers-Danlos syndrome
799,ds:H00803,Seizures-sensorineural deafness-ataxia-mental retardation-electrolyte imbalance (SESAME); SeSAME/EAST syndrome
800,ds:H00804,Multiple cutaneous and uterine leiomyomata
801,ds:H00805,Vitreoretinal degeneration
802,ds:H00806,Benign familial neonatal seizure
803,ds:H00807,Nocturnal frontal lobe epilepsy
804,ds:H00808,Idiopathic generalized epilepsies
805,ds:H00809,Familial epilepsy temporal lobe (ETL)
806,ds:H00810,Progressive myoclonic epilepsy
807,ds:H00811,Distal arthrogryposis
808,ds:H00812,Trichomoniasis
809,ds:H00813,Laryngo onycho cutaneous syndrome
810,ds:H00814,Vitelliform macular dystrophy
811,ds:H00815,"H syndrome; Hyperpigmentation, cutaneous, with hypertrichosis, hepatosplenomegaly, heart anomalies, hearing loss, and hypogonadism"
812,ds:H00816,Agenesis of the corpus callosum with peripheral neuropathy
813,ds:H00817,Branchiooculofacial syndrome
814,ds:H00818,Birt-Hogg-Dube syndrome
815,ds:H00819,Stargardt disease; Fundus flavimaculatus
816,ds:H00820,Bjornstad syndrome
817,ds:H00821,Age-related macular degeneration
818,ds:H00822,Renal hypodysplasia and aplasia
819,ds:H00823,ABCD syndrome
820,ds:H00824,Calcification of joints and arteries
821,ds:H00825,Familial flecked retina syndrome
822,ds:H00826,Blepharophimosis-ptosis-epicanthus inversus syndrome
823,ds:H00827,Brooke-Spiegler syndrome
824,ds:H00828,Familial cylindromatosis
825,ds:H00829,Multiple familial trichoepithelioma
826,ds:H00830,Alveolar capillary dysplasia with misalignment of pulmonary veins
827,ds:H00831,Primary dystonia
828,ds:H00832,Core neuroacanthocytosis syndromes
829,ds:H00833,Neurodegeneration with brain iron accumulation
830,ds:H00834,Guanidinoacetate methyltransferase deficiency
831,ds:H00835,Succinic semialdehyde dehydrogenase deficiency; 4-Hydroxybutyric aciduria
832,ds:H00836,GLUT1 deficiency syndrome; Glucose transport defect of the blood-brain barrier
833,ds:H00837,Leber congenital amaurosis
834,ds:H00838,Congenital fibrosis of the extraocular muscles
835,ds:H00839,Porencephaly
836,ds:H00840,Pseudo-TORCH syndrome
837,ds:H00841,Infantile progressive bulbar palsy
838,ds:H00842,Epidermodysplasia verruciformis
839,ds:H00843,Hartnup disorder
840,ds:H00844,Familial benign chronic pemphigus; Hailey-Hailey disease
841,ds:H00845,Familial amyloidosis
842,ds:H00846,"Fuhrmann syndrome; Fibular aplasia or hypoplasia, femoral bowing and poly-, syn-, and oligodactyly"
843,ds:H00847,"Al-Awadi/Raas-Rothschild syndrome; Ulna and fibula, absence of, with sever limb deficiency"
844,ds:H00848,Ataxia with ocular apraxia
845,ds:H00849,Cerebral creatine deficiency syndrome
846,ds:H00850,Frontorhiny; Median facial cleft syndrome; Frontonasal dysplasia 1
847,ds:H00851,Proximal symphalangism
848,ds:H00852,Klippel-Feil syndrome
849,ds:H00853,Cenani-Lenz syndactyly syndrome
850,ds:H00854,Wolfram syndrome; DIDMOAD syndrome
851,ds:H00855,Triphalangeal thumb-polysyndactyly syndrome
852,ds:H00856,Distal hereditary motor neuropathies
853,ds:H00857,Oligodontia-colorectal cancer syndrome
854,ds:H00858,Marie-Unna hereditary hypotrichosis
855,ds:H00859,Guttmacher syndrome
856,ds:H00860,Benign hereditary chorea
857,ds:H00861,Pancreatic agenesis
858,ds:H00862,Tourette syndrome
859,ds:H00863,Spondylo-megaepiphyseal-metaphyseal dysplasia
860,ds:H00864,Trichotillomania
861,ds:H00865,Lethal congenital contractural syndrome
862,ds:H00866,Trichothiodystrophy
863,ds:H00867,Radioulnar synostosis with amegakaryocytic thrombocytopenia
864,ds:H00868,Stapes ankylosis with broad thumb and toes
865,ds:H00869,Leukoencephalopathy with vanishing white matter; Vanishing white matter disease; Childhood ataxia with diffuse central nervous system hypomyelination (CACH); Cree leukoencephalopathy (CLE)
866,ds:H00870,Brachydactyly-syndactyly syndrome
867,ds:H00871,Leukoencephalopathy with brain stem and spinal cord involvement and lactate elevation
868,ds:H00872,Trismus-pseudocamptodactyly syndrome; Hecht-Beals Syndrome; Dutch-Kentucky syndrome
869,ds:H00873,Cousin syndrome; Pelviscapular dysplasia
870,ds:H00874,Leukoencephalopathy with dystonia and motor neuropathy; Sterol carrier protein 2 deficiency
871,ds:H00875,Megaloencephalic leukoencephalopathy with subcortical cysts
872,ds:H00876,Mismatch repair deficiency
873,ds:H00877,Brain small vessel disease
874,ds:H00878,Cystic leukoencephalopathy without megalencephaly
875,ds:H00879,Perry syndrome
876,ds:H00880,Dyschromatosis symmetrica hereditaria
877,ds:H00881,Li-Fraumeni syndrome
878,ds:H00882,Cocoon syndrome
879,ds:H00883,Lipoid proteinosis; Urbach-Wiethe disease
880,ds:H00884,Familial progressive hyperpigmentation
881,ds:H00885,Hypomelanosis of Ito; Pigmentary mosaicism
882,ds:H00886,Donnai-Barrow syndrome; Faciooculoacousticorenal syndrome
883,ds:H00887,Lipoprotein glomerulopathy
884,ds:H00888,"Nephrolithiasis/osteoporosis, hypophosphatemic"
885,ds:H00889,Lujan-Fryns syndrome; X-linked mental retardation with Marfanoid habitus
886,ds:H00890,Azoospermia
887,ds:H00891,Combined oxidative phosphorylation deficiency
888,ds:H00892,Bronchiectasis with or without elevated sweat chloride
889,ds:H00893,Skin fragility-woolly hair syndrome
890,ds:H00894,FG syndrome; Opitz-Kaveggia syndrome
891,ds:H00895,Basal cell nevus syndrome; Nevoid basal cell carcinoma syndrome; Gorlin syndrome
892,ds:H00896,Lymphangioleiomyomatosis
893,ds:H00897,Pontocerebellar hypoplasia
894,ds:H00898,Myopathy with lactic acidosis and sideroblastic anaemia; Mitochondrial myopathy and sideroblastic anemia; Hereditary myopathy with lactic acidosis (HML)
895,ds:H00899,Lysinuric protein intolerance
896,ds:H00900,Geleophysic dysplasia
897,ds:H00901,Cystinuria
898,ds:H00902,Speech-language disorder 1
899,ds:H00903,Congenital clubfoot; Congenital talipes equinovarus
900,ds:H00904,"Cutis laxa with severe pulmonary, gastrointestinal, and urinary abnormalities; Urban-Rifkin-Davis syndrome"
901,ds:H00905,Iminoglycinuria
902,ds:H00906,"Macrocephaly, alopecia, cutis laxa, and scoliosis; MACS syndrome"
903,ds:H00907,Kleefstra syndrome; 9q Subtelomeric deletion syndrome
904,ds:H00908,Mowat-Wilson syndrome
905,ds:H00909,Cleft palate with ankyloglossia
906,ds:H00910,Hirschsprung disease
907,ds:H00911,Dicarboxylic aminoaciduria
908,ds:H00912,Tumor necrosis factor receptor-associated periodic syndrome; Familial periodic fever
909,ds:H00913,"Brain-lung-thyroid syndrome; Choreoathetosis, hypothyroidism, and neonatal respiratory distress"
910,ds:H00914,Warsaw breakage syndrome
911,ds:H00915,Tuberous sclerosis complex; Bourneville-Pringle disease
912,ds:H00916,Congenital central hypoventilation syndrome
913,ds:H00917,Congenital dyserythropoietic anemias (CDAs)
914,ds:H00918,Double-outlet right ventricle
915,ds:H00919,Arterial tortuosity syndrome
916,ds:H00920,"Exocrine pancreatic insufficiency, dyserythropoietic anemia, and calvarial hyperostosis"
917,ds:H00921,"Revesz syndrome; Dyskeratosis congenita, autosomal dominant 5; Exudative retinopathy with bone marrow failure"
918,ds:H00922,Schinzel-Giedion midface retraction syndrome
919,ds:H00923,Congenital systemic glutamine deficiency; Glutamine synthetase deficiency
920,ds:H00924,"Severe combined immunodeficiency with microcephaly, growth retardation, and sensitivity to ionizing radiation; NHEJ1 syndrome"
921,ds:H00925,2-Methyl-3-hydroxybutyryl-CoA dehydrogenase (MHBD) deficiency; HSD10 mitochondrial disease
922,ds:H00926,"Growth retardation, developmental delay, coarse facies, and early death"
923,ds:H00927,Chylomicron retention disease; Anderson disease
924,ds:H00928,Nephropathy with pretibial epidermolysis bullosa and deafness
925,ds:H00929,Congenital vertical talus
926,ds:H00930,Hypoalphalipoproteinemia
927,ds:H00931,Growth hormone insensitivity with immunodeficiency
928,ds:H00932,Tropical calcific pancreatitis
929,ds:H00933,Hereditary pancreatitis; Hereditary chronic pancreatitis
930,ds:H00934,Caudal duplication anomaly
931,ds:H00935,Cold-induced sweating syndrome
932,ds:H00936,Goldberg-Shprintzen megacolon syndrome; Goldberg-Shprintzen syndrome (GOSHS)
933,ds:H00937,Precocious puberty
934,ds:H00938,Factor XI deficiency; Plasma thromboplastin antecedent deficiency; Rosenthal syndrome
935,ds:H00939,"Darsun syndrome; Neutropenia, severe congenital 4, autosomal recessive; G6PC3 deficiency"
936,ds:H00940,Cohen syndrome
937,ds:H00941,Factor XII deficiency; Hageman factor deficiency
938,ds:H00942,Rabson-Mendenhall syndrome
939,ds:H00943,TARP syndrome
940,ds:H00944,Dowling-Degos disease
941,ds:H00945,Factor XIII deficiency
942,ds:H00946,Arts syndrome
943,ds:H00947,Pilomatricoma; Epithelioma calcificans of Malherbe
944,ds:H00948,Renal hypouricemia
945,ds:H00949,Focal dermal hypoplasia; Goltz-Gorlin syndrome
946,ds:H00950,"Arthrogryposis, renal dysfunction, and cholestasis; ARC syndrome"
947,ds:H00951,Reis-Bucklers corneal dystrophy; Corneal dystrophy of Bowman type I; Granular corneal dystrophy type III
948,ds:H00952,Thiel-Behnke dystrophies; Corneal dystrophy of Bowman layer type II; Honeycomb corneal dystrophy; Anterior limiting membrane dystrophy type II; Curly fibers corneal dystrophy; Waardenburg-Jonker corneal dystrophy
949,ds:H00953,Gelatinous drop-like corneal dystrophy; Corneal amyloidosis
950,ds:H00954,Macular corneal dystrophy; Corneal dystrophy Groenouw type II; Fehr corneal dystrophy
951,ds:H00955,Granular corneal dystrophies
952,ds:H00956,Lattice corneal dystrophies
953,ds:H00957,Fleck corneal dystrophy; Francois-Neetens speckled corneal dystrophy
954,ds:H00958,Congenital stromal corneal dystrophy; Congenital hereditary stromal dystrophy; Witschel dystrophy
955,ds:H00959,Schnyder corneal dystrophy; Schnyder crystalline corneal dystrophy (SCCD); Crystalline stromal dystrophy; Schnyder crystalline dystrophy sine crystals
956,ds:H00960,Fuchs corneal dystrophy; Fuchs endothelial corneal dystrophy
957,ds:H00961,Posterior polymorphous corneal dystrophy
958,ds:H00962,RIDDLE syndrome
959,ds:H00963,Congenital hereditary endothelial dystrophy
960,ds:H00964,Thiopurine S-methyltransferase deficiency (TPMT deficiency)
961,ds:H00965,RAPADILINO syndrome
962,ds:H00966,AICA-ribosiduria; ATIC deficiency
963,ds:H00967,Adiponectin deficiency
964,ds:H00968,Raine syndrome; Lethal osteosclerotic bone dysplasia
965,ds:H00969,"Skeletal defects, genital hypoplasia, and mental retardation"
966,ds:H00970,Juvenile primary lateral sclerosis
967,ds:H00971,Achromatopsia; Rod monochromacy
968,ds:H00972,Endocrine-cerebro-osteodysplasia syndrome
969,ds:H00973,Bradyopsia
970,ds:H00974,Blue cone monochromacy
971,ds:H00975,Rotaviral enteritis; Rotaviral gastroenteritis
972,ds:H00976,Colorblindness
973,ds:H00977,Trichorhinophalangeal syndrome
974,ds:H00978,Thrombocytopenia (THC)
975,ds:H00979,Caudal regression syndrome and Sirenomelia
976,ds:H00980,Nevo syndrome
977,ds:H00981,Ataxia with isolated vitamin E deficiency (AVED); Friedreich-like ataxia
978,ds:H00982,Sideroblastic anemia
979,ds:H00983,Alpha-2-plasmin inhibitor (a2-PI) deficiency
980,ds:H00984,Bare lymphocyte syndrome type1
981,ds:H00985,Bare lymphocyte syndrome type2
982,ds:H00986,Multiple pterygium syndrome
983,ds:H00987,"Fetal akinesia deformation sequence; Pena-Shokeir syndrome, type 1"
984,ds:H00988,Enterokinase deficiency; Enteropeptidase deficiency
985,ds:H00989,Mohr-Tranebjaerg syndrome
986,ds:H00990,"Microcephaly, Amish type"
987,ds:H00991,"Microcephalic osteodysplastic primordial dwarfism, type II (MOPD II)"
988,ds:H00992,Seckel syndrome
989,ds:H00993,"Microcephalic osteodysplastic primordial dwarfism, type I (MOPD I); Taybi-Linder syndrome"
990,ds:H00994,Familial skewed X-chromosome inactivation
991,ds:H00995,Combined deficiency of vitamin K-dependent clotting factors
992,ds:H00996,Amish infantile epilepsy syndrome
993,ds:H00997,CATSHL syndrome
994,ds:H00998,Alternating hemiplegia of childhood
995,ds:H00999,Coenzyme Q10 deficiency
996,ds:H01000,Retinal vasculopathy with cerebral leukodystrophy
997,ds:H01001,COACH syndrome
998,ds:H01002,Generalized arterial calcification of infancy
999,ds:H01003,Dimethylglycine dehydrogenase deficiency
1000,ds:H01004,Velocardiofacial syndrome
1001,ds:H01005,Dopamine beta-hydroxylase deficiency; Norepinephrine deficiency; Noradrenaline deficiency
1002,ds:H01006,Hereditary angioedema
1003,ds:H01007,Choroid plexus papilloma
1004,ds:H01008,C syndrome; Opitz trigonocephaly syndrome
1005,ds:H01009,Newfoundland rod-cone dystrophy
1006,ds:H01010,Occult macular dystrophy
1007,ds:H01011,Adrenocorticotropic hormone deficiency; Isolated ACDH deficiency
1008,ds:H01012,Oculo-auricular syndrome
1009,ds:H01013,Adult i phenotype
1010,ds:H01014,Sparganosis
1011,ds:H01015,Jalili syndrome
1012,ds:H01016,Primary bile acid malabsorption
1013,ds:H01017,Choanal atresia and lymphedema
1014,ds:H01018,Metachondromatosis
1015,ds:H01019,Catecholaminergic polymorphic ventricular tachycardia
1016,ds:H01020,Optic atrophy
1017,ds:H01021,Rhodococcus equi infection
1018,ds:H01022,Diseases of the tricarboxylic acid cycle
1019,ds:H01023,Juvenile polyposis syndrome
1020,ds:H01024,Hereditary mixed polyposis syndrome
1021,ds:H01025,Familial adenomatous polyposis
