,KeggID,Description
1064,dr:D01070,Candoxatril (JAN/USAN/INN)
1065,dr:D01071,Hexobarbital (JAN/INN)
1066,dr:D01072,Chloramphenicol palmitate (JP18/USP); Chloromycetin palmitate (TN)
1067,dr:D01073,Clindamycin phosphate (JP18/USP); Cleocin (TN); Dalacin-S (TN); Evoclin (TN)
1068,dr:D01074,Hetacillin (USAN/INN); Versapen (TN)
1069,dr:D01075,Cephaloridine (USAN); Cefaloridine (JAN/INN); Kefloridin (TN)
1070,dr:D01076,Mupirocin (USP/INN); Bactroban (TN); Centany (TN)
1071,dr:D01077,Methylatropine nitrate (USAN); Atropine methonitrate (JAN/INN); Ekomine (TN)
1072,dr:D01078,Telithromycin (JAN/USAN/INN); Ketek (TN)
1073,dr:D01079,Tigecycline (JAN/USP); Tygacil (TN)
1074,dr:D01080,Daptomycin (JAN/USAN/INN); Cubicin (TN)
1075,dr:D01081,Zinc sulfate hydrate (JP18); Zinc sulfate heptahydrate; Ophthazinc T (TN)
1076,dr:D01082,Calcium pantothenate (JP18/USP/INN); Calpan (TN)
1077,dr:D01083,Calcium hydroxide (JP18/USP); Calkyl (TN)
1078,dr:D01084,Talc (JP18/USP); Sclerosol (TN)
1079,dr:D01085,Saccharin (JP18/NF); Sweeta (TN)
1080,dr:D01086,Ethyl vanillin (NF)
1081,dr:D01087,Methyl salicylate (JP18/NF); Methyl salicylate (TN)
1082,dr:D01088,Pemirolast potassium (JP18/USAN); Alamast (TN); Alegysal (TN); Pemilaston (TN)
1083,dr:D01089,Boric acid (JP18/NF); Boric acid (TN)
1084,dr:D01090,Pamicogrel (JAN/INN)
1085,dr:D01091,Sodium thiosulfate (USP); Sodium thiosulfate hydrate (JP18); Detoxol (TN); Sulfactol (TN)
1086,dr:D01092,Lanoconazole (JP18/INN); Latoconazole; Astat (TN)
1087,dr:D01093,Butenafine hydrochloride (JP18/USAN); Mentax (TN); Volley (TN)
1088,dr:D01094,Pyrrolnitrin (JP18/USAN/INN)
1089,dr:D01095,Tribenoside (JAN/USAN/INN); Hemocuron (TN)
1090,dr:D01096,Hydroxyzine pamoate (JP18/USP); Atarax-P (TN); Vistaril pamoate (TN)
1091,dr:D01097,Lazabemide hydrochloride (JAN/USAN); Tempium (TN)
1092,dr:D01098,Maxacalcitol (JAN/USAN/INN); Oxarol (TN); Prezios (TN)
1093,dr:D01099,Iocarmic acid (JAN/USAN/INN)
1094,dr:D01100,Pirenoxine (JP18/INN); Catalin-K (TN)
1095,dr:D01101,Bromperidol (JAN/USAN/INN); Impromen (TN)
1096,dr:D01102,Esonarimod (JAN/INN)
1097,dr:D01103,Trospium chloride (JAN/USP/INN); Spasmex (TN); Spasmoplex (TN)
1098,dr:D01104,Barnidipine hydrochloride (JAN); Hypoca (TN)
1099,dr:D01105,Moperone hydrochloride (JAN); Luvatren (TN)
1100,dr:D01106,Eprazinone hydrochloride (JAN); Resplen (TN)
1101,dr:D01107,Milnacipran hydrochloride (JAN/USAN); Savella (TN); Toledomin (TN)
1102,dr:D01108,Magnesium sulfate (USP); Magnesium sulfate hydrate (JP18); Magnesium sulfate heptahydrate; Conclyte-Mg (TN)
1103,dr:D01109,Exametazime (JAN/USAN/INN)
1104,dr:D01110,Melitracen hydrochloride (JAN/USAN)
1105,dr:D01111,Nateglinide (JP18/USP/INN); Starsis (TN)
1106,dr:D01112,Adapalene (JAN/USP/INN); Differin (TN)
1107,dr:D01113,Loxiglumide (JAN/INN)
1108,dr:D01114,Ethylenediamine (USP/JP18)
1109,dr:D01115,Eplerenone (JP18/USAN/INN); Inspra (TN)
1110,dr:D01116,Bucetin (JAN/INN)
1111,dr:D01117,Mizolastine (JAN/INN); Mizollen (TN)
1112,dr:D01118,Profenamine hydrochloride (JAN); Ethopropazine hydrochloride; Parkin (TN); Parsidol (TN)
1113,dr:D01119,Temocapril hydrochloride (JP18/USAN); Acecol (TN)
1114,dr:D01120,Glutaral (JAN/USP/INN); Sonacide (TN); Sterihyde L (TN)
1115,dr:D01121,Rebamipide (JP18/INN); Mucosta (TN)
1116,dr:D01122,Ibuprofen piconol (JP18/USAN); Staderm (TN)
1117,dr:D01123,Seratrodast (JAN/USAN/INN); Bronica (TN)
1118,dr:D01124,Zinc undecylenate (JAN/USP); Zinc undecylenate (TN)
1119,dr:D01125,Calcipotriene (USP); Calcipotriol (JAN); Dovonex (TN)
1120,dr:D01126,Arginine hydrochloride (USP); L-Arginine hydrochloride (JP18); R-gene (TN)
1121,dr:D01127,Sulfatolamide (JAN/INN)
1122,dr:D01128,Ramatroban (JAN/INN); Baynas (TN)
1123,dr:D01129,Doramectin (JAN/USAN/INN)
1124,dr:D01130,Thiethylperazine maleate (JAN/USP); Norzine (TN)
1125,dr:D01131,Lafutidine (JP18/INN); Protecadin (TN)
1126,dr:D01132,Tazarotene (JAN/USAN/INN); Avage (TN); Fabior (TN); Tazorac (TN)
1127,dr:D01133,Pimobendan (JAN/USAN/INN); Acardi (TN)
1128,dr:D01134,Epristeride (JAN/USAN/INN)
1129,dr:D01135,Efloxate (JAN/INN)
1130,dr:D01136,Tranexamic acid (JP18/USP/INN); Cyklokapron (TN); Rikavarin (TN); Transamin (TN)
1131,dr:D01137,Gadoteridol (JAN/USP/INN); ProHance (TN)
1132,dr:D01138,Benzyl benzoate (JP18/USP); Benylate (TN)
1133,dr:D01139,Ammonium chloride (JAN/USP); Conclyte-A (TN)
1134,dr:D01140,Benzethonium chloride (JP18/USP/INN); Hyamine (TN); Microklenz (TN); Neostelin green (TN)
1135,dr:D01141,Sulfamonomethoxine (JAN/USAN/INN); Daimeton (TN)
1136,dr:D01142,Sulfadimethoxine (JAN/USP); Abcid (TN); Agribon (TN)
1137,dr:D01143,Isothipendyl hydrochloride (JAN); Andantol (TN)
1138,dr:D01144,Prulifloxacin (JAN/INN); Sword (TN)
1139,dr:D01145,Azelnidipine (JP18/INN); Calblock (TN)
1140,dr:D01146,Iguratimod (JAN/INN)
1141,dr:D01147,Nadifloxacin (JAN/INN); Acuatim (TN)
1142,dr:D01148,Tolterodine tartrate (JAN/USP); Detrol (TN); Detrusitol (TN)
1143,dr:D01149,Oxabolone cipionate (JAN/INN)
1144,dr:D01150,Methyprylon (JAN/INN); Noludar (TN)
1145,dr:D01151,Lemildipine (JAN/INN)
1146,dr:D01152,Oxethazaine (JP18/USAN); Oxetacaine (INN); Strocain (TN)
1147,dr:D01153,Pazufloxacin (JAN/INN)
1148,dr:D01154,Potassium acetate (JAN/USP); Potassium acetate (TN)
1149,dr:D01155,Gemcitabine hydrochloride (JAN/USP); Gemzar (TN)
1150,dr:D01156,Amelometasone (JAN/INN)
1151,dr:D01157,Cefepime hydrochloride (USP); Cefepime dihydrochloride hydrate (JP18); Maxipime (TN)
1152,dr:D01158,Furazabol (JAN/INN); Miotolan (TN)
1153,dr:D01159,Gestonorone caproate (JAN/USAN); Depostat (TN)
1154,dr:D01160,Saquinavir mesylate (USP); Saquinavir mesilate (JAN); Invirase (TN)
1155,dr:D01161,Fulvestrant (JAN/USP/INN); Faslodex (TN)
1156,dr:D01162,Verteporfin (JAN/USP/INN); Visudyne (TN)
1157,dr:D01163,Ergonovine maleate (USP); Ergometrine maleate (JP18); Ergometrine (TN)
1158,dr:D01164,Aripiprazole (JAN/USP/INN); Abilify (TN)
1159,dr:D01165,Piperidolate hydrochloride (JAN); Dactil (TN)
1160,dr:D01166,Mafenide acetate (JAN/USP); Sulfamylon (TN)
1161,dr:D01167,Magnesium oxide (JP18/USP); Magmitt (TN)
1162,dr:D01168,Potassium hydroxide (JP18/NF); Potassium hydroxide (TN)
1163,dr:D01169,Sodium hydroxide (JP18/NF); Sodium hydroxide (TN)
1164,dr:D01170,Zinc oxide (JP18/USP); Zinc oxide (TN)
1165,dr:D01171,Monatepil maleate (JAN/USAN)
1166,dr:D01172,Diphenylpyraline hydrochloride (JAN); Hispril (TN); Vena (TN)
1167,dr:D01173,Cilnidipine (JP18/INN); Atelec (TN)
1168,dr:D01174,Pheniramine maleate (JAN/USP)
1169,dr:D01175,Carpronium chloride (JAN/INN); Actinamin (TN); Furozin (TN)
1170,dr:D01176,Blonanserin (JAN/INN); AD 5423
1171,dr:D01177,Remifentanil hydrochloride (JAN/USAN); Ultiva (TN)
1172,dr:D01178,Phenethicillin potassium (JP18); Pheneticillin potassium; Syncillin (TN); Synthepen (TN)
1173,dr:D01179,Duloxetine hydrochloride (JAN/USP); Cymbalta (TN); Yentreve (TN)
1174,dr:D01180,Trilostane (JAN/USAN); Desopan (TN); Modrenal (TN)
1175,dr:D01181,Iobitridol (JAN/INN)
1176,dr:D01182,Alprenolol hydrochloride (JP18/USAN); Regletin (TN)
1177,dr:D01183,Tolfenamic acid (JAN/INN); Clotam (TN)
1178,dr:D01184,Octotiamine (JAN/INN); Neuvita (TN); Puroffit (TN)
1179,dr:D01185,Protizinic acid (JAN/INN)
1180,dr:D01186,Deferoxamine mesylate (USP); Deferoxamine mesilate (JP18); Desferal (TN)
1181,dr:D01187,Betazole hydrochloride (JAN); Histalog (TN)
1182,dr:D01188,Pimilprost (JAN/INN)
1183,dr:D01189,Metiazinic acid (JAN/INN)
1184,dr:D01190,Ethylphenacemide (JAN); Pheneturide (INN)
1185,dr:D01191,Bisoxatin acetate (JAN/USAN)
1186,dr:D01192,Olopatadine hydrochloride (JP18/USP); Allelock (TN); Patanol (TN); Opatanol (TN)
1187,dr:D01193,Osutidine (JAN/INN); T 593
1188,dr:D01194,Ferrous fumarate (JAN/USP); Feostat (TN); Ferrum (TN)
1189,dr:D01195,Prothionamide (JP18); Protionamide (INN); Trevintix (TN)
1190,dr:D01196,Acetazolamide sodium (JAN); Diamox (TN)
1191,dr:D01197,Bencyclane fumarate (JAN); Halidor (TN)
1192,dr:D01198,Toborinone (JAN/USAN/INN)
1193,dr:D01199,Emtricitabine (JAN/USAN/INN); Emtriva (TN)
1194,dr:D01200,Phenolsulfonphthalein (JP18/NF); Phenol red; Phenolsulfonphthalein (TN)
1195,dr:D01201,Tiemonium iodide (JAN/INN); Visceralgine (TN)
1196,dr:D01202,Melinamide (JAN); Artes (TN)
1197,dr:D01203,Sodium bicarbonate (JP18/USP); Meylon (TN); Neut (TN)
1198,dr:D01204,Olmesartan medoxomil (JP18/USP); Benicar (TN); Olmetec (TN)
1199,dr:D01205,Dexmedetomidine hydrochloride (JAN/USP); Precedex (TN)
1200,dr:D01206,Febuxostat (JAN/USAN/INN); Uloric (TN); Feburic (TN)
1201,dr:D01207,Omeprazole sodium (USAN); Losec sodium (TN)
1202,dr:D01208,Aluminum clofibrate (JAN/INN); Alfibrate (TN)
1203,dr:D01209,Novobiocin sodium (JAN/USP); Albamycin (TN)
1204,dr:D01210,Glybuzole (JAN/INN); Gludiase (TN)
1205,dr:D01211,Leucovorin calcium (USP); Calcium folinate (JP18); Uzel (TN); Wellcovorin (TN)
1206,dr:D01212,Simfibrate (JAN/INN); Cholesolvin (TN)
1207,dr:D01213,Tolvaptan (JAN/USAN/INN); Samsca (TN)
1208,dr:D01214,Tobicillin (JAN/INN)
1209,dr:D01215,Alcuronium chloride (JAN/USAN/INN); Alloferin (TN)
1210,dr:D01216,Sulfalene (USAN); Sulfamethopyrazine (JAN); Kelfizina (TN)
1211,dr:D01217,Dydrogesterone (JP18/USP/INN); Duphaston (TN); Gynorest (TN)
1212,dr:D01218,Fezatione (JAN/INN)
1213,dr:D01219,Oxypertine (JAN/USAN/INN); Forit (TN)
1214,dr:D01220,Trapidil (JP18/INN); Rocornal (TN)
1215,dr:D01221,gamma Oryzanol (JAN); Hi-Z (TN)
1216,dr:D01222,Citric acid monohydrate (USP); Citric acid hydrate (JP18); Citric acid (TN)
1217,dr:D01223,Capecitabine (JAN/USP/INN); Xeloda (TN)
1218,dr:D01224,Phenylpropanolamine hydrochloride (JAN/USP)
1219,dr:D01225,Cocarboxylase (JAN/INN); Thiamine pyrophosphate; Coenzymate (TN)
1220,dr:D01226,Sulpiride (JP18/USAN/INN); Dogmatyl (TN)
1221,dr:D01227,Bosentan (USAN); Bosentan hydrate (JAN); Tracleer (TN)
1222,dr:D01228,Distigmine bromide (JP18/INN); Ubretid (TN)
1223,dr:D01229,Paramethasone acetate (JAN/USAN); Haldrone (TN)
1224,dr:D01230,Flunitrazepam (JP18/USAN/INN); Rohypnol (TN)
1225,dr:D01231,Piroheptine hydrochloride (JAN); Trimol (TN)
1226,dr:D01232,Nicametate citrate (JAN)
1227,dr:D01233,Oxyfedrine hydrochloride (JAN); Ildamen (TN)
1228,dr:D01234,Pantethine (JP18); Pantosin (TN)
1229,dr:D01235,Josamycin (JP18/USAN/INN); Leucomycin A3; JM; Josamycin (TN)
1230,dr:D01236,Conivaptan hydrochloride (JAN/USAN); Vaprisol (TN)
1231,dr:D01237,Amogastrin (JAN/INN)
1232,dr:D01238,Bucladesine sodium (JAN); Actosin (TN)
1233,dr:D01239,Prednisolone sodium succinate (JP18/USP); Kohakusanin (TN)
1234,dr:D01240,Deslanoside (JP18/USP/INN); Cedilanid-d (TN)
1235,dr:D01241,Penflutizide (JAN/INN)
1236,dr:D01242,Promethazine teoclate (JAN/INN); Avomine (TN)
1237,dr:D01243,Prilocaine hydrochloride (USP); Propitocaine hydrochloride (JAN); Citanest (TN)
1238,dr:D01244,Tegafur (JP18/USAN/INN); Atillon (TN)
1239,dr:D01245,Bromazepam (JP18/USAN/INN); Lectopam (TN)
1240,dr:D01246,Benzylhydrochlorothiazide (JAN); Behyd (TN)
1241,dr:D01247,Ethiazide (JAN/INN)
1242,dr:D01248,Acrinol hydrate (JP18); Ethacridine lactate; Antidiar 200 (TN)
1243,dr:D01249,Flucloxacillin sodium (JAN); Flucloxacillin sodium hydrate; Floxapen (TN)
1244,dr:D01250,Berberine chloride hydrate (JP18); Kyoberin (TN)
1245,dr:D01251,Ampicillin hydrate (JP18); Ampicillin trihydrate; Amcill (TN)
1246,dr:D01252,Alclofenac (JAN/USP/INN); Mervan (TN)
1247,dr:D01253,Clobazam (JAN/USAN/INN); Mystan (TN); Onfi (TN)
1248,dr:D01254,Tofisopam (JP18/INN); Emandaxin (TN)
1249,dr:D01255,Benfotiamine (JAN/INN); Biotamin (TN)
1250,dr:D01256,Cyclothiazide (JAN/USAN/INN); Anhydron (TN)
1251,dr:D01257,Siccanin (JAN/INN); Siccanin (TN)
1252,dr:D01258,Iothalamic acid (USP); Iotalamic acid (JP18/INN)
1253,dr:D01259,Flopropione (JP18/INN); Ephtanon (TN)
1254,dr:D01260,Pentoxyverine citrate (JP18); Carbetapentane citrate; Astomatop (TN)
1255,dr:D01261,Fluorescein (JAN/USP); Fluorescite (TN)
1256,dr:D01262,Cephacetrile sodium (USAN); Cefacetrile sodium (JAN); Celtol (TN)
1257,dr:D01263,Ritodrine hydrochloride (JP18/USP); Yutopar (TN)
1258,dr:D01264,Daunorubicin hydrochloride (JP18/USP); Cerubidine (TN)
1259,dr:D01265,Epitiostanol (JAN/INN)
1260,dr:D01266,Difluprednate (JAN/USAN/INN); Durezol (TN)
1261,dr:D01267,Floctafenine (JAN/USAN/INN); Idarac (TN)
1262,dr:D01268,Cloxazolam (JP18/INN); Sepazon (TN)
1263,dr:D01269,Solifenacin succinate (JAN/USAN/INN); Vesicare (TN)
1264,dr:D01270,Carboquone (JAN/INN); Esquinon (TN)
1265,dr:D01271,Bufexamac (JAN/INN); Anderm (TN)
1266,dr:D01272,Clobetasol propionate (JP18/USP); Clobex (TN); Cormax (TN); Olux (TN)
1267,dr:D01273,Clobetasone butyrate (JAN/USAN); Kindavate (TN)
1268,dr:D01274,Tesaglitazar (JAN/USAN/INN)
1269,dr:D01275,Doxorubicin hydrochloride (JP18/USP); Adriacin (TN); Adriamycin (TN); Doxil (TN); Rubex (TN)
1270,dr:D01276,Atazanavir sulfate (JAN/USAN); Reyataz (TN)
1271,dr:D01277,Droxidopa (JP18/USAN/INN); Dops (TN); Northera (TN)
1272,dr:D01278,Oxazolam (JP18/INN); Serenal (TN)
1273,dr:D01279,Flutoprazepam (JP18/INN); Restas (TN)
1274,dr:D01280,Warfarin potassium (JP18); Athrombin-K (TN)
1275,dr:D01281,Cyclofenil (JAN/INN); Sexovid (TN)
1276,dr:D01282,Ethamsylate (USAN); Etamsylate (JAN/INN)
1277,dr:D01283,Carbenicillin indanyl sodium (USP); Carindacillin sodium (JAN); Geocillin (TN)
1278,dr:D01284,Bisbentiamine (JAN/INN); Beston (TN)
1279,dr:D01285,Lofepramine hydrochloride (JAN/USAN); Amplit (TN)
1280,dr:D01286,Flutazolam (JAN/INN); Coreminal (TN)
1281,dr:D01287,Levobupivacaine hydrochloride (JAN/USAN); Chirocaine (TN)
1282,dr:D01288,Dimefline hydrochloride (JAN/USAN); Remeflin (TN)
1283,dr:D01289,Suxibuzone (JAN/INN)
1284,dr:D01290,Nicergoline (JP18/USAN/INN); Sermion (TN)
1285,dr:D01291,Nicomol (JP18/INN); Cholexamin (TN)
1286,dr:D01292,Medazepam (JP18/INN); Pamnace (TN)
1287,dr:D01293,Ethyl loflazepate (JP18/INN); Meilax (TN)
1288,dr:D01294,Ethynodiol diacetate (JAN/USP)
1289,dr:D01295,Cinnarizine (JAN/USAN/INN)
1290,dr:D01296,Methylphenidate hydrochloride (JAN/USP); Concerta (TN); Metadate (TN); Quillivant xr (TN); Ritalin (TN)
1291,dr:D01297,Pirenzepine hydrochloride (USAN)
1292,dr:D01298,Potassium gluconate (JAN/USP); Gluconsan-K (TN)
1293,dr:D01299,Chlormadinone acetate (JP18/USAN); Lutoral (TN)
1294,dr:D01300,Clinofibrate (JP18/INN); Lipoclin (TN)
1295,dr:D01301,Methenolone enanthate (USAN); Metenolone enanthate (JP18); Primobolan depot (TN)
1296,dr:D01302,Hydralazine hydrochloride (JP18/USP); Apresoline (TN)
1297,dr:D01303,Flunarizine hydrochloride (JAN/USAN)
1298,dr:D01304,Amezinium metilsulfate (JAN); Risumic (TN)
1299,dr:D01305,Feprazone (JAN/INN)
1300,dr:D01306,Troxipide (JP18/INN); Aplace (TN)
1301,dr:D01307,Midodrine hydrochloride (JAN/USP); Pro-Amatine (TN)
1302,dr:D01308,Halcinonide (JAN/USP/INN); Halog (TN)
1303,dr:D01309,Doxifluridine (JP18/INN); Furtulon (TN)
1304,dr:D01310,Secobarbital sodium (JAN/USP); Seconal sodium (TN)
1305,dr:D01311,Metrizamide (JAN/USAN/INN); Amipaque (TN)
1306,dr:D01312,Iodoxamic acid (JAN/USAN/INN); Endobil (TN)
1307,dr:D01313,Iobenzamic acid (JAN/USAN/INN); Osbil (TN)
1308,dr:D01314,Dibenzepin hydrochloride (JAN/USAN)
1309,dr:D01315,Methylbenactyzium bromide (JP18/INN)
1310,dr:D01316,Mexazolam (JAN/INN); Melex (TN)
1311,dr:D01317,Meclizine hydrochloride (JAN/USP); Meclizine dihydrochloride monohydrate; Antivert (TN)
1312,dr:D01318,Diphenidol hydrochloride (USAN); Difenidol hydrochloride (JP18); Cephadol (TN); Vontrol (TN)
1313,dr:D01319,Bisibuthiamine (JAN); Sulbutiamine (INN); Youvitan (TN)
1314,dr:D01320,Molsidomine (JAN/USAN/INN)
1315,dr:D01321,Zotepine (JAN/INN); Setous (TN)
1316,dr:D01322,Troleandomycin (USAN/INN); Triacetyloleandomycin (JAN); TAO; Tao (TN)
1317,dr:D01323,Azosemide (JP18/USAN/INN); Diart (TN)
1318,dr:D01324,Mequitazine (JP18/INN); Kitazemin (TN)
1319,dr:D01325,Tiaprofenic acid (JAN/INN); Surgam (TN)
1320,dr:D01326,Aprindine hydrochloride (JP18/USAN); Aspenon (TN)
1321,dr:D01327,Diflorasone diacetate (JP18/USP); Florone (TN); Psorcon (TN)
1322,dr:D01328,Clotiazepam (JP18/INN); Rize (TN)
1323,dr:D01329,Oxendolone (JAN/USAN/INN); Prostetin (TN)
1324,dr:D01330,Clidanac (JAN/INN)
1325,dr:D01331,Betamipron (JP18/INN)
1326,dr:D01332,Ketotifen fumarate (JP18/USAN); Zaditen (TN)
1327,dr:D01333,Urapidil (JP18/INN); Ebrantil (TN)
1328,dr:D01334,Cyclacillin (USAN); Ciclacillin (JP18/INN); Cyclapen-W (TN); Vastcillin (TN)
1329,dr:D01335,Dibenzthion (JAN); Sulbentine (INN)
1330,dr:D01336,Carbinoxamine maleate (JAN/USP); Clistin (TN); Karbinal er (TN)
1331,dr:D01337,Epoprostenol sodium (JAN/USAN); Flolan (TN); Veletri (TN)
1332,dr:D01338,Ipriflavone (JP18/INN); Osten (TN)
1333,dr:D01339,Midecamycin (JP18/INN); Medemycin (TN)
1334,dr:D01340,Naloxone hydrochloride (JP18/USP); Evzio (TN); Narcan (TN)
1335,dr:D01341,Tiaramide hydrochloride (JP18/USAN); Solantal (TN)
1336,dr:D01342,Indocyanine green (JAN/USP); IC-Green (TN)
1337,dr:D01343,Dimethindene maleate (USAN); Dimetindene maleate (JAN); Forhistal maleate (TN)
1338,dr:D01344,Fenbufen (JP18/USAN/INN)
1339,dr:D01345,Chlorhexidine hydrochloride (JP18/USP); Dantroche hibitane (TN)
1340,dr:D01346,Bentiromide (JAN/USAN/INN); PFD (TN)
1341,dr:D01347,Tramazoline hydrochloride (JAN/USAN); Towk (TN)
1342,dr:D01348,Terguride (JAN/INN); Teluron (TN)
1343,dr:D01349,Pirbuterol hydrochloride (JAN/USAN)
1344,dr:D01350,Streptomycin sulfate (JP18/USP); Streptomycin sulfate (TN)
1345,dr:D01351,Glafenine (JAN/INN)
1346,dr:D01352,Dinoprost tromethamine (JAN/USP); Prostin F2 alpha (TN)
1347,dr:D01353,Emorfazone (JP18/INN); Pentoil (TN)
1348,dr:D01354,Fludiazepam (JP18/INN); Erispan (TN)
1349,dr:D01355,Tramadol hydrochloride (JP18/USP); Ultram (TN)
1350,dr:D01356,Glymidine sodium (JAN/USAN/INN)
1351,dr:D01357,Betamethasone valerate (JP18/USP); Beta-Val (TN); Luxiq (TN); Rinderon-V (TN)
1352,dr:D01358,Mianserin hydrochloride (JAN/USAN); Tetramide (TN)
1353,dr:D01359,Etomidoline (JAN/INN); Smedolin (TN)
1354,dr:D01360,Clenbuterol hydrochloride (JAN/USP); Spiropent (TN)
1355,dr:D01361,Erythromycin ethylsuccinate (JP18/USP); E.E.S. (TN); Eryped (TN); Erythrocin W (TN)
1356,dr:D01362,Tulobuterol hydrochloride (JP18); Hokunalin (TN); Respacal (TN)
1357,dr:D01363,Carboplatin (JP18/USP/INN); Paraplatin (TN)
1358,dr:D01364,Ciclopirox olamine (JAN/USP); Loprox (TN)
1359,dr:D01365,Trepibutone (JP18/INN); Supacal (TN)
1360,dr:D01366,Bezafibrate (JP18/USAN/INN); Bezatol SR (TN)
1361,dr:D01367,Fluorometholone (JP18/USP/INN); NSC 33001; Fluor-op (TN); Fml (TN); Oxylone (TN)
1362,dr:D01368,Cyproterone acetate (JAN/USAN)
1363,dr:D01369,Bevantolol hydrochloride (JAN/USAN); Calvan (TN); Vantol (TN)
1364,dr:D01370,Cladribine (JAN/USP/INN); Leustatin (TN); Mavenclad (TN)
1365,dr:D01371,Vinpocetine (JAN/USAN/INN)
1366,dr:D01372,Zopiclone (JP18/INN); Amoban (TN); Zopiclone (TN)
1367,dr:D01373,Formoterol fumarate (USP); Foradil (TN)
1368,dr:D01374,Allylestrenol (JAN/INN); Perselin (TN)
1369,dr:D01375,Methenolone acetate (USAN); Metenolone acetate (JP18); Primobolan (TN)
1370,dr:D01376,Iodamide (JAN/USAN/INN); Jodomiron (TN)
1371,dr:D01377,Prifinium bromide (JAN/INN); Padrin (TN)
1372,dr:D01378,Bufogenin (JAN/INN); Resibufogenin
1373,dr:D01379,Proscillaridin (JAN/USAN/INN); Talusin (TN)
1374,dr:D01380,Isopropylantipyrine (JP18); Propyphenazone (INN); Yoshipyrin (TN)
1375,dr:D01381,Crotamiton (JAN/USP/INN); Eurax (TN)
1376,dr:D01382,Metharbital (JAN/INN); Gemonil (TN)
1377,dr:D01383,Meperidine hydrochloride (USP); Pethidine hydrochloride (JP18); Demerol (TN)
1378,dr:D01384,Tolciclate (JAN/USAN/INN)
1379,dr:D01385,Ibudilast (JP18/INN); Ketas (TN)
1380,dr:D01386,Ephedrine hydrochloride (JP18/USP); Ephedrine hydrochloride (TN)
1381,dr:D01387,Amcinonide (JAN/USP/INN); Cyclocort (TN)
1382,dr:D01388,Iotroxic acid (JP18/USAN/INN)
1383,dr:D01389,Chlophedianol hydrochloride (USAN); Clofedanol hydrochloride (JP18); Coldrin (TN)
1384,dr:D01390,Isoproterenol hydrochloride (USP); dl-Isoprenaline hydrochloride (JAN); Isuprel (TN); Proternol-S (TN)
1385,dr:D01391,Bromovalerylurea (JP18); Bromisoval (INN); Bromisovalum; Bromovalerylurea (TN); Bromural (TN); Brovarin (TN)
1386,dr:D01392,Mizoribine (JP18/INN); Bredinin (TN)
1387,dr:D01393,Piperazine phosphate (USP); Piperazine phosphate hydrate (JP18); Pincets (TN)
1388,dr:D01394,Epirizole (JP18/USAN); Mebron (TN)
1389,dr:D01395,Actarit (JAN/INN); Orcl (TN)
1390,dr:D01396,Pyridinol carbamate (JAN); Pyricarbate; Anginin (TN); Angioxine (TN)
1391,dr:D01397,Ampiroxicam (JP18/INN); Flucam (TN)
1392,dr:D01398,Bismuth subgallate (JP18/USP); Dermatol (TN)
1393,dr:D01399,Fentanyl citrate (JP18/USP); Abstral (TN); Fentora (TN); Lazanda (TN); Oralet (TN)
1394,dr:D01400,Methyl parahydroxybenzoate (JP18); Methylparaben (NF); Methyl parahydroxybenzoate (TN); Methylparaben (TN)
1395,dr:D01401,Cefpirome sulfate (JP18/USAN); Cefrom (TN)
1396,dr:D01402,Betamethasone acetate (JAN/USP)
1397,dr:D01403,Phenolsulfonic acid (JAN); p-Phenolsulfonic acid
1398,dr:D01404,Sobuzoxane (JAN); Perazolin (TN)
1399,dr:D01405,Norfenefrine hydrochloride (JAN); Zondel (TN)
1400,dr:D01406,Tocopherol calcium succinate (JP18); Vitamin-E (TN)
1401,dr:D01407,Thiamphenicol (JAN/USAN/INN); Armai (TN); Thiocymetin (TN)
1402,dr:D01408,Flurazepam hydrochloride (JP18); Flurazepam monohydrochloride; Dalmate (TN)
1403,dr:D01409,Acetylpheneturide (JAN); Crampol (TN)
1404,dr:D01410,Benzydamine hydrochloride (JAN/USAN); Tantum (TN)
1405,dr:D01411,Lefetamine hydrochloride (JAN)
1406,dr:D01412,Perazine maleate (JAN)
1407,dr:D01413,Estradiol valerate (JAN/USP/INN); Deladumone (TN)
1408,dr:D01414,Ethylestrenol (USAN/INN); Ethylnandrol (JAN); Orabolin (TN)
1409,dr:D01415,Cefotiam hexetil hydrochloride (JP18); Pansporin-T (TN)
1410,dr:D01416,Nedaplatin (JAN/INN); Aqupla (TN)
1411,dr:D01417,Meprylcaine hydrochloride (JAN); Oracaine (TN)
1412,dr:D01418,Tamibarotene (JAN/USAN/INN); Am 80; Amnoid (TN)
1413,dr:D01419,Benzyl nicotinate (JAN); Nicotinic acid benzyl ester
1414,dr:D01420,Butyl parahydroxybenzoate (JP18); Butylparaben (NF); Butyl parahydroxybenzoate (TN); Butylparaben (TN)
1415,dr:D01421,Aminohippurate sodium (USP); Sodium p-aminophippurate (JAN); p-Aminohippurate sodium; Paraaminohippurate (TN)
1416,dr:D01422,Propyl parahydroxybenzoate (JP18); Propylparaben (NF); Propyl parahydroxybenzoate (TN)
1417,dr:D01423,Suplatast tosilate (JAN/INN); Suplatast tosylate; IPD (TN)
1418,dr:D01424,Aluminum lactate (JAN)
1419,dr:D01425,Lopinavir (JAN/USP/INN)
1420,dr:D01426,Tinidazole (JP18/USP/INN); Haisigyn (TN); Tindamax (TN)
1421,dr:D01427,Benproperine phosphate (JAN); Flaveric (TN)
