,KeggID,DBLINKS
4020,cpd:C18802,ChEBI: 59345
4021,cpd:C18802,CAS: 137360-17-9
4022,cpd:C18803,PubChem: 124489477
4023,cpd:C18803,ChEBI: 81971
4024,cpd:C18803,ChEMBL: CHEMBL3186929
4025,cpd:C18803,CAS: 55512-33-9
4026,cpd:C18804,PubChem: 124489478
4027,cpd:C18804,ChEBI: 81972
4028,cpd:C18804,CAS: 88283-41-4
4029,cpd:C18805,PubChem: 124489479
4030,cpd:C18805,ChEBI: 81973
4031,cpd:C18805,ChEMBL: CHEMBL3186632
4032,cpd:C18805,CAS: 123343-16-8
4033,cpd:C18806,PubChem: 124489480
4034,cpd:C18806,ChEBI: 81974
4035,cpd:C18806,ChEMBL: CHEMBL1893653
4036,cpd:C18806,CAS: 84087-01-4
4037,cpd:C18807,PubChem: 124489481
4038,cpd:C18807,ChEBI: 81975
4039,cpd:C18807,ChEMBL: CHEMBL2229173
4040,cpd:C18807,CAS: 203313-25-1
4041,cpd:C18808,PubChem: 124489482
4042,cpd:C18808,ChEBI: 81976
4043,cpd:C18808,ChEMBL: CHEMBL2028283
4044,cpd:C18808,CAS: 650-51-1
4045,cpd:C18809,PubChem: 124489483
4046,cpd:C18809,ChEBI: 38954
4047,cpd:C18809,ChEMBL: CHEMBL1355821
4048,cpd:C18809,CAS: 3383-96-8
4049,cpd:C18810,PubChem: 124489484
4050,cpd:C18810,ChEBI: 30263
4051,cpd:C18810,ChEMBL: CHEMBL1888237
4052,cpd:C18810,CAS: 5915-41-3
4053,cpd:C18811,PubChem: 124489485
4054,cpd:C18811,ChEBI: 44156
4055,cpd:C18811,ChEMBL: CHEMBL1234490
4056,cpd:C18811,PDB-CCD: MST
4057,cpd:C18811,CAS: 886-50-0
4058,cpd:C18812,PubChem: 124489486
4059,cpd:C18812,ChEBI: 81977
4060,cpd:C18812,ChEMBL: CHEMBL505661
4061,cpd:C18812,PDB-CCD: WA1
4062,cpd:C18812,CAS: 51707-55-2
4063,cpd:C18813,PubChem: 124489487
4064,cpd:C18813,ChEBI: 81978
4065,cpd:C18813,ChEMBL: CHEMBL1884767
4066,cpd:C18813,CAS: 2303-17-5
4067,cpd:C18814,PubChem: 124489488
4068,cpd:C18814,ChEBI: 81979
4069,cpd:C18814,CAS: 1912-26-1
4070,cpd:C18815,PubChem: 124489489
4071,cpd:C18815,ChEBI: 81980
4072,cpd:C18815,CAS: 131983-72-7
4073,cpd:C18816,PubChem: 124489490
4074,cpd:C18816,ChEBI: 39289
4075,cpd:C18816,ChEMBL: CHEMBL3988899
4076,cpd:C18816,CAS: 15096-52-3
4077,cpd:C18817,PubChem: 124489491
4078,cpd:C18817,ChEBI: 81981
4079,cpd:C18817,ChEMBL: CHEMBL1900581
4080,cpd:C18817,CAS: 15545-48-9
4081,cpd:C18818,PubChem: 124489492
4082,cpd:C18818,ChEBI: 81982
4083,cpd:C18818,CAS: 94593-91-6
4084,cpd:C18819,PubChem: 124489493
4085,cpd:C18819,ChEBI: 81983
4086,cpd:C18819,CAS: 32791-87-0
4087,cpd:C18820,PubChem: 124489494
4088,cpd:C18820,ChEBI: 74875
4089,cpd:C18820,ChEMBL: CHEMBL1269177
4090,cpd:C18820,CAS: 1085-98-9
4091,cpd:C18821,PubChem: 124489495
4092,cpd:C18821,ChEBI: 81984
4093,cpd:C18821,ChEMBL: CHEMBL1873575
4094,cpd:C18821,CAS: 145701-21-9
4095,cpd:C18822,ChEBI: 70064
4096,cpd:C18822,ChEMBL: CHEMBL1668770
4097,cpd:C18822,PubChem: 124489496
4098,cpd:C18823,ChEBI: 70062
4099,cpd:C18823,ChEMBL: CHEMBL1668768
4100,cpd:C18823,PubChem: 124489497
4101,cpd:C18824,ChEBI: 81985
4102,cpd:C18824,PubChem: 124489498
4103,cpd:C18825,PubChem: 124489499
4104,cpd:C18825,ChEBI: 81986
4105,cpd:C18825,ChEMBL: CHEMBL2110720
4106,cpd:C18825,CAS: 18467-77-1
4107,cpd:C18826,PubChem: 124489500
4108,cpd:C18826,ChEBI: 81987
4109,cpd:C18826,ChEMBL: CHEMBL1902931
4110,cpd:C18826,CAS: 97886-45-8
4111,cpd:C18827,PubChem: 124489501
4112,cpd:C18827,ChEBI: 81988
4113,cpd:C18827,ChEMBL: CHEMBL1256703
4114,cpd:C18827,CAS: 55283-68-6
4115,cpd:C18828,PubChem: 124489502
4116,cpd:C18828,ChEBI: 81989
4117,cpd:C18828,ChEMBL: CHEMBL1863416
4118,cpd:C18828,CAS: 23947-60-6
4119,cpd:C18829,PubChem: 124489503
4120,cpd:C18829,ChEBI: 81990
4121,cpd:C18829,ChEMBL: CHEMBL2133153
4122,cpd:C18829,CAS: 26225-79-6
4123,cpd:C18830,PubChem: 124489504
4124,cpd:C18830,ChEBI: 81991
4125,cpd:C18830,ChEMBL: CHEMBL2230259
4126,cpd:C18830,CAS: 52304-36-6
4127,cpd:C18831,PubChem: 124489505
4128,cpd:C18831,ChEBI: 81992
4129,cpd:C18831,ChEMBL: CHEMBL2229892
4130,cpd:C18831,CAS: 103112-35-2
4131,cpd:C18832,PubChem: 124489506
4132,cpd:C18832,ChEBI: 81993
4133,cpd:C18832,ChEMBL: CHEMBL2447919
4134,cpd:C18832,CAS: 3740-92-9
4135,cpd:C18833,PubChem: 124489507
4136,cpd:C18833,ChEBI: 81994
4137,cpd:C18833,ChEMBL: CHEMBL1862959
4138,cpd:C18833,CAS: 24691-80-3
4139,cpd:C18834,ChEBI: 81995
4140,cpd:C18834,PubChem: 124489508
4141,cpd:C18835,ChEBI: 81996
4142,cpd:C18835,PubChem: 124489509
4143,cpd:C18836,ChEBI: 81997
4144,cpd:C18836,ChEMBL: CHEMBL4128685
4145,cpd:C18836,PubChem: 124489510
4146,cpd:C18837,ChEBI: 81998
4147,cpd:C18837,ChEMBL: CHEMBL4129112
4148,cpd:C18837,PubChem: 124489511
4149,cpd:C18838,ChEBI: 81999
4150,cpd:C18838,ChEMBL: CHEMBL4127442
4151,cpd:C18838,PubChem: 124489512
4152,cpd:C18839,ChEBI: 82000
4153,cpd:C18839,PubChem: 124489513
4154,cpd:C18840,PubChem: 124489514
4155,cpd:C18840,ChEBI: 82001
4156,cpd:C18840,CAS: 135161-96-5
4157,cpd:C18841,PubChem: 124489515
4158,cpd:C18841,ChEBI: 82002
4159,cpd:C18841,CAS: 135161-97-6
4160,cpd:C18842,PubChem: 124489516
4161,cpd:C18842,ChEBI: 82003
4162,cpd:C18842,CAS: 135161-98-7
4163,cpd:C18843,PubChem: 124489517
4164,cpd:C18843,ChEBI: 82004
4165,cpd:C18843,CAS: 135161-99-8
4166,cpd:C18844,PubChem: 124489518
4167,cpd:C18844,ChEBI: 82005
4168,cpd:C18844,CAS: 24916-52-7
4169,cpd:C18845,PubChem: 124489519
4170,cpd:C18845,ChEBI: 82006
4171,cpd:C18845,KNApSAcK: C00018281
4172,cpd:C18845,PDB-CCD: QU2
4173,cpd:C18845,CAS: 73665-15-3
4174,cpd:C18846,PubChem: 135626100
4175,cpd:C18846,KNApSAcK: C00018284
4176,cpd:C18846,PDB-CCD: MIV
4177,cpd:C18846,CAS: 73684-71-6
4178,cpd:C18847,PubChem: 135626101
4179,cpd:C18847,KNApSAcK: C00018285
4180,cpd:C18847,PDB-CCD: MYV
4181,cpd:C18847,CAS: 73684-72-7
4182,cpd:C18848,ChEBI: 82007
4183,cpd:C18848,PubChem: 124489520
4184,cpd:C18849,PubChem: 124489521
4185,cpd:C18849,ChEBI: 82008
4186,cpd:C18849,ChEMBL: CHEMBL1863540
4187,cpd:C18849,CAS: 62924-70-3
4188,cpd:C18850,PubChem: 124489522
4189,cpd:C18850,ChEBI: 82009
4190,cpd:C18850,ChEMBL: CHEMBL3185236
4191,cpd:C18850,CAS: 145701-23-1
4192,cpd:C18851,PubChem: 124489523
4193,cpd:C18851,ChEBI: 82010
4194,cpd:C18851,ChEMBL: CHEMBL3183196
4195,cpd:C18851,CAS: 181274-17-9
4196,cpd:C18852,PubChem: 124489524
4197,cpd:C18852,ChEBI: 82011
4198,cpd:C18852,ChEMBL: CHEMBL1389671
4199,cpd:C18852,CAS: 98967-40-9
4200,cpd:C18853,PubChem: 124489525
4201,cpd:C18853,ChEBI: 82012
4202,cpd:C18853,ChEMBL: CHEMBL1569926
4203,cpd:C18853,CAS: 2164-17-2
4204,cpd:C18854,PubChem: 124489526
4205,cpd:C18854,ChEBI: 82013
4206,cpd:C18854,CAS: 756-09-2
4207,cpd:C18855,PubChem: 124489527
4208,cpd:C18855,ChEBI: 82014
4209,cpd:C18855,CAS: 144740-54-5
4210,cpd:C18856,PubChem: 124489528
4211,cpd:C18856,ChEBI: 82015
4212,cpd:C18856,ChEMBL: CHEMBL1452438
4213,cpd:C18856,CAS: 467-69-6
4214,cpd:C18857,PubChem: 124489529
4215,cpd:C18857,ChEBI: 82016
4216,cpd:C18857,ChEMBL: CHEMBL1887342
4217,cpd:C18857,CAS: 59756-60-4
4218,cpd:C18858,PubChem: 124489530
4219,cpd:C18858,ChEBI: 82017
4220,cpd:C18858,ChEMBL: CHEMBL1895005
4221,cpd:C18858,CAS: 69377-81-7
4222,cpd:C18859,PubChem: 124489531
4223,cpd:C18859,ChEBI: 82018
4224,cpd:C18859,CAS: 149253-65-6
4225,cpd:C18860,PubChem: 124489532
4226,cpd:C18860,ChEBI: 82019
4227,cpd:C18860,ChEMBL: CHEMBL1883819
4228,cpd:C18860,CAS: 133-07-3
4229,cpd:C18861,PubChem: 124489533
4230,cpd:C18861,ChEBI: 39383
4231,cpd:C18861,ChEMBL: CHEMBL1892746
4232,cpd:C18861,CAS: 86479-06-3
4233,cpd:C18862,PubChem: 124489534
4234,cpd:C18862,ChEBI: 39234
4235,cpd:C18862,ChEMBL: CHEMBL37754
4236,cpd:C18862,CAS: 41096-46-2
4237,cpd:C18863,PubChem: 124489535
4238,cpd:C18863,ChEBI: 82020
4239,cpd:C18863,ChEMBL: CHEMBL3183276
4240,cpd:C18863,CAS: 3547-33-9
4241,cpd:C18864,PubChem: 124489536
4242,cpd:C18864,ChEBI: 82021
4243,cpd:C18864,ChEMBL: CHEMBL1621900
4244,cpd:C18864,CAS: 81334-34-1
4245,cpd:C18865,PubChem: 124489537
4246,cpd:C18865,ChEBI: 82022
4247,cpd:C18865,ChEMBL: CHEMBL1903400
4248,cpd:C18865,CAS: 81335-77-5
4249,cpd:C18866,PubChem: 124489538
4250,cpd:C18866,ChEBI: 82023
4251,cpd:C18866,ChEMBL: CHEMBL3188690
4252,cpd:C18866,CAS: 140923-17-7
4253,cpd:C18867,ChEBI: 82024
4254,cpd:C18867,ChEMBL: CHEMBL2288020
4255,cpd:C18867,PDB-CCD: G87
4256,cpd:C18867,PubChem: 124489539
4257,cpd:C18868,PubChem: 124489540
4258,cpd:C18868,ChEBI: 82025
4259,cpd:C18868,ChEMBL: CHEMBL1877460
4260,cpd:C18868,CAS: 15299-99-7
4261,cpd:C18869,PubChem: 124489541
4262,cpd:C18869,ChEBI: 60833
4263,cpd:C18869,ChEMBL: CHEMBL2447888
4264,cpd:C18869,CAS: 132-66-1
4265,cpd:C18870,ChEBI: 26634
4266,cpd:C18870,PubChem: 124489542
4267,cpd:C18871,ChEBI: 64729
4268,cpd:C18871,PubChem: 124489543
4269,cpd:C18872,ChEBI: 77058
4270,cpd:C18872,PubChem: 124489544
4271,cpd:C18873,PubChem: 124489545
4272,cpd:C18873,ChEBI: 82026
4273,cpd:C18873,ChEMBL: CHEMBL1892508
4274,cpd:C18873,CAS: 10552-74-6
4275,cpd:C18874,PubChem: 124489546
4276,cpd:C18874,ChEBI: 50842
4277,cpd:C18874,ChEMBL: CHEMBL1881194
4278,cpd:C18874,PDB-CCD: NRF
4279,cpd:C18874,CAS: 27314-13-2
4280,cpd:C18875,PubChem: 124489547
4281,cpd:C18875,ChEBI: 39385
4282,cpd:C18875,ChEMBL: CHEMBL1869031
4283,cpd:C18875,CAS: 116714-46-6
4284,cpd:C18876,PubChem: 124489548
4285,cpd:C18876,ChEBI: 39386
4286,cpd:C18876,ChEMBL: CHEMBL1873307
4287,cpd:C18876,CAS: 121451-02-3
4288,cpd:C18877,PubChem: 124489549
4289,cpd:C18877,ChEBI: 73163
4290,cpd:C18877,ChEMBL: CHEMBL295960
4291,cpd:C18877,CAS: 19044-88-3
4292,cpd:C18878,PubChem: 124489550
4293,cpd:C18878,ChEBI: 82027
4294,cpd:C18878,CAS: 74782-23-3
4295,cpd:C18879,PubChem: 124489551
4296,cpd:C18879,ChEBI: 82028
4297,cpd:C18879,CAS: 10380-28-6
4298,cpd:C18880,PubChem: 124489552
4299,cpd:C18880,ChEBI: 32687
4300,cpd:C18880,ChEMBL: CHEMBL1201131
4301,cpd:C18880,CAS: 51-03-6
4302,cpd:C18881,PubChem: 124489553
4303,cpd:C18881,ChEBI: 82029
4304,cpd:C18881,ChEMBL: CHEMBL1871400
4305,cpd:C18881,CAS: 42874-03-3
4306,cpd:C18882,PubChem: 124489554
4307,cpd:C18882,ChEBI: 82030
4308,cpd:C18882,CAS: 2307-68-8
4309,cpd:C18883,PubChem: 124489555
4310,cpd:C18883,ChEBI: 82031
4311,cpd:C18883,ChEMBL: CHEMBL2251449
4312,cpd:C18883,CAS: 113036-87-6
4313,cpd:C18884,PubChem: 124489556
4314,cpd:C18884,ChEBI: 82032
4315,cpd:C18884,ChEMBL: CHEMBL1223140
4316,cpd:C18884,CAS: 29091-21-2
4317,cpd:C18885,PubChem: 124489557
4318,cpd:C18885,ChEBI: 82033
4319,cpd:C18885,ChEMBL: CHEMBL1907431
4320,cpd:C18885,CAS: 24579-73-5
4321,cpd:C18886,PubChem: 124489558
4322,cpd:C18886,ChEBI: 82034
4323,cpd:C18886,ChEMBL: CHEMBL2251597
4324,cpd:C18886,CAS: 111479-05-1
4325,cpd:C18887,PubChem: 124489559
4326,cpd:C18887,ChEBI: 82035
4327,cpd:C18887,ChEMBL: CHEMBL1080996
4328,cpd:C18887,CAS: 122-42-9
4329,cpd:C18888,PubChem: 124489560
4330,cpd:C18888,ChEBI: 82036
4331,cpd:C18888,ChEMBL: CHEMBL2251446
4332,cpd:C18888,CAS: 178928-70-6
4333,cpd:C18889,PubChem: 124489561
4334,cpd:C18889,ChEBI: 82037
4335,cpd:C18889,ChEMBL: CHEMBL2289013
4336,cpd:C18889,CAS: 98389-04-9
4337,cpd:C18890,PubChem: 124489562
4338,cpd:C18890,ChEBI: 82038
4339,cpd:C18890,CAS: 136191-56-5
4340,cpd:C18891,PubChem: 124489563
4341,cpd:C18891,ChEBI: 84199
4342,cpd:C18891,ChEMBL: CHEMBL2448918
4343,cpd:C18891,CAS: 90717-03-6
4344,cpd:C18892,PubChem: 124489564
4345,cpd:C18892,ChEBI: 82040
4346,cpd:C18892,ChEMBL: CHEMBL1869863
4347,cpd:C18892,CAS: 124495-18-7
4348,cpd:C18893,ChEBI: 77010
4349,cpd:C18893,PubChem: 124489565
4350,cpd:C18894,PubChem: 124489566
4351,cpd:C18894,ChEBI: 82041
4352,cpd:C18894,CAS: 187166-40-1
4353,cpd:C18895,PubChem: 124489567
4354,cpd:C18895,ChEBI: 82042
4355,cpd:C18895,ChEMBL: CHEMBL401913
4356,cpd:C18895,CAS: 74223-56-6
4357,cpd:C18896,PubChem: 124489568
4358,cpd:C18896,ChEBI: 82043
4359,cpd:C18896,ChEMBL: CHEMBL3187066
4360,cpd:C18896,CAS: 35256-85-0
4361,cpd:C18897,PubChem: 124489569
4362,cpd:C18897,ChEBI: 82044
4363,cpd:C18897,ChEMBL: CHEMBL1420059
4364,cpd:C18897,CAS: 117-18-0
4365,cpd:C18898,PubChem: 124489570
4366,cpd:C18898,ChEBI: 82045
4367,cpd:C18898,CAS: 36756-79-3
4368,cpd:C18899,PubChem: 124489571
4369,cpd:C18899,ChEBI: 75182
4370,cpd:C18899,ChEMBL: CHEMBL3189057
4371,cpd:C18899,CAS: 731-27-1
4372,cpd:C18900,PubChem: 124489572
4373,cpd:C18900,ChEBI: 83571
4374,cpd:C18900,CAS: 106040-48-6
4375,cpd:C18901,PubChem: 124489573
4376,cpd:C18901,ChEBI: 82047
4377,cpd:C18901,ChEMBL: CHEMBL2143050
4378,cpd:C18901,CAS: 126535-15-7
4379,cpd:C18902,ChEBI: 77012
4380,cpd:C18902,ChEMBL: CHEMBL399906
4381,cpd:C18902,PubChem: 124489574
4382,cpd:C18903,PubChem: 124489575
4383,cpd:C18903,ChEBI: 82048
4384,cpd:C18903,ChEMBL: CHEMBL1893025
4385,cpd:C18903,CAS: 156052-68-5
4386,cpd:C18904,ChEBI: 82049
4387,cpd:C18904,PubChem: 124489576
4388,cpd:C18905,ChEBI: 82050
4389,cpd:C18905,PubChem: 124489577
4390,cpd:C18906,PubChem: 124489578
4391,cpd:C18906,ChEBI: 82051
4392,cpd:C18906,ChEMBL: CHEMBL2138916
4393,cpd:C18906,CAS: 1646-88-4
4394,cpd:C18907,PubChem: 124489579
4395,cpd:C18907,ChEBI: 82052
4396,cpd:C18907,ChEMBL: CHEMBL1357627
4397,cpd:C18907,PDB-CCD: BOL
4398,cpd:C18907,CAS: 15310-01-7
4399,cpd:C18908,PubChem: 124489580
4400,cpd:C18908,ChEBI: 82053
4401,cpd:C18908,CAS: 20856-57-9
4402,cpd:C18909,PubChem: 124489581
4403,cpd:C18909,ChEBI: 82054
4404,cpd:C18909,CAS: 69581-33-5
4405,cpd:C18910,ChEBI: 52402
4406,cpd:C18910,PDB-CCD: HJL
4407,cpd:C18910,PubChem: 124489582
4408,cpd:C18911,ChEBI: 61291
4409,cpd:C18911,PDB-CCD: 2JD
4410,cpd:C18911,PubChem: 124489583
4411,cpd:C18912,PubChem: 124489584
4412,cpd:C18912,ChEBI: 82055
4413,cpd:C18912,CAS: 60568-05-0
4414,cpd:C18913,PubChem: 124489585
4415,cpd:C18913,ChEBI: 82056
4416,cpd:C18913,ChEMBL: CHEMBL1328781
4417,cpd:C18913,CAS: 7055-03-0
4418,cpd:C18914,PubChem: 124489586
4419,cpd:C18914,ChEBI: 82057
4420,cpd:C18914,CAS: 24691-76-7
4421,cpd:C18915,PubChem: 124489587
4422,cpd:C18915,ChEBI: 239133
4423,cpd:C18915,ChEMBL: CHEMBL82970
4424,cpd:C18915,PDB-CCD: SLI
4425,cpd:C18915,CAS: 87-17-2
4426,cpd:C18916,PubChem: 124489588
4427,cpd:C18916,ChEBI: 82058
4428,cpd:C18916,CAS: 70193-21-4
4429,cpd:C18917,PubChem: 124489589
4430,cpd:C18917,ChEBI: 82059
4431,cpd:C18917,CAS: 28559-00-4
4432,cpd:C18918,PubChem: 124489590
4433,cpd:C18918,ChEBI: 82060
4434,cpd:C18918,ChEMBL: CHEMBL2103777
4435,cpd:C18918,CAS: 23564-06-9
4436,cpd:C18919,PubChem: 124489591
4437,cpd:C18919,ChEBI: 82061
4438,cpd:C18919,CAS: 112839-32-4
4439,cpd:C18920,PubChem: 124489592
4440,cpd:C18920,ChEBI: 82062
4441,cpd:C18920,ChEMBL: CHEMBL1541505
4442,cpd:C18920,CAS: 13577-71-4
4443,cpd:C18921,PubChem: 124489593
4444,cpd:C18921,ChEBI: 82063
4445,cpd:C18921,CAS: 54864-61-8
4446,cpd:C18922,PubChem: 124489594
4447,cpd:C18922,ChEBI: 82064
4448,cpd:C18922,CAS: 32534-96-6
4449,cpd:C18923,PubChem: 124489595
4450,cpd:C18923,ChEBI: 82065
4451,cpd:C18923,CAS: 31848-11-0
4452,cpd:C18924,PubChem: 124489596
4453,cpd:C18924,ChEBI: 82066
4454,cpd:C18924,CAS: 495-73-8
4455,cpd:C18925,PubChem: 124489597
4456,cpd:C18925,ChEBI: 82067
4457,cpd:C18925,CAS: 5131-24-8
4458,cpd:C18926,PubChem: 124489598
4459,cpd:C18926,ChEBI: 82068
4460,cpd:C18926,CAS: 36519-00-3
4461,cpd:C18927,PubChem: 124489599
4462,cpd:C18927,ChEBI: 82069
4463,cpd:C18927,CAS: 1031-47-6
4464,cpd:C18928,PubChem: 124489600
4465,cpd:C18928,ChEBI: 82070
4466,cpd:C18928,CAS: 24201-58-9
4467,cpd:C18929,PubChem: 124489601
4468,cpd:C18929,ChEBI: 82071
4469,cpd:C18929,CAS: 5707-69-7
4470,cpd:C18930,PubChem: 124489602
4471,cpd:C18930,ChEBI: 82072
4472,cpd:C18930,CAS: 51308-54-4
4473,cpd:C18931,PubChem: 124489603
4474,cpd:C18931,ChEBI: 82073
4475,cpd:C18931,ChEMBL: CHEMBL4575407
4476,cpd:C18931,CAS: 1086-02-8
4477,cpd:C18932,PubChem: 124489604
4478,cpd:C18932,ChEBI: 82074
4479,cpd:C18932,ChEMBL: CHEMBL407132
4480,cpd:C18932,CAS: 26766-27-8
4481,cpd:C18933,PubChem: 124489605
4482,cpd:C18933,ChEBI: 36703
4483,cpd:C18933,ChEMBL: CHEMBL192627
4484,cpd:C18933,CAS: 118-75-2
4485,cpd:C18934,PubChem: 124489606
4486,cpd:C18934,ChEBI: 82075
4487,cpd:C18934,ChEMBL: CHEMBL1532607
4488,cpd:C18934,CAS: 21452-18-6
4489,cpd:C18935,PubChem: 124489607
4490,cpd:C18935,ChEBI: 82076
4491,cpd:C18935,ChEMBL: CHEMBL464135
4492,cpd:C18935,CAS: 101-05-3
4493,cpd:C18936,PubChem: 124489608
4494,cpd:C18936,ChEBI: 82077
4495,cpd:C18936,CAS: 3495-42-9
4496,cpd:C18937,PubChem: 124489609
4497,cpd:C18937,ChEBI: 82078
4498,cpd:C18937,ChEMBL: CHEMBL2359592
4499,cpd:C18937,CAS: 140-56-7
4500,cpd:C18938,PubChem: 124489610
4501,cpd:C18938,ChEBI: 82079
4502,cpd:C18938,CAS: 65934-95-4
4503,cpd:C18939,PubChem: 124489611
4504,cpd:C18939,ChEBI: 82080
4505,cpd:C18939,CAS: 31251-03-3
4506,cpd:C18940,PubChem: 124489612
4507,cpd:C18940,ChEBI: 82081
4508,cpd:C18940,CAS: 556-22-9
4509,cpd:C18941,PubChem: 124489613
4510,cpd:C18941,ChEBI: 82082
4511,cpd:C18941,CAS: 34462-96-9
4512,cpd:C18942,PubChem: 124489614
4513,cpd:C18942,ChEBI: 82083
4514,cpd:C18942,CAS: 27386-64-7
4515,cpd:C18943,PubChem: 124489615
4516,cpd:C18943,ChEBI: 82084
4517,cpd:C18943,CAS: 19622-08-3
4518,cpd:C18944,PubChem: 124489616
4519,cpd:C18944,ChEBI: 82085
4520,cpd:C18944,CAS: 57130-91-3
4521,cpd:C18945,PubChem: 124489617
4522,cpd:C18945,ChEBI: 82086
4523,cpd:C18945,CAS: 116170-30-0
4524,cpd:C18946,PubChem: 124489618
4525,cpd:C18946,ChEBI: 38822
4526,cpd:C18946,CAS: 93-75-4
4527,cpd:C18947,PubChem: 124489619
4528,cpd:C18947,ChEBI: 82087
4529,cpd:C18947,CAS: 6392-46-7
4530,cpd:C18948,PubChem: 124489620
4531,cpd:C18948,ChEBI: 82088
4532,cpd:C18948,CAS: 8065-36-9
4533,cpd:C18949,PubChem: 124489621
4534,cpd:C18949,ChEBI: 82089
4535,cpd:C18949,CAS: 2655-19-8
4536,cpd:C18950,PubChem: 124489622
4537,cpd:C18950,ChEBI: 82090
4538,cpd:C18950,CAS: 671-04-5
4539,cpd:C18951,PubChem: 124489623
4540,cpd:C18951,ChEBI: 82091
4541,cpd:C18951,CAS: 51487-69-5
4542,cpd:C18952,PubChem: 124489624
4543,cpd:C18952,ChEBI: 82092
4544,cpd:C18952,ChEMBL: CHEMBL454804
4545,cpd:C18952,CAS: 315-18-4
4546,cpd:C18953,PubChem: 124489625
4547,cpd:C18953,ChEBI: 82093
4548,cpd:C18953,ChEMBL: CHEMBL3188645
4549,cpd:C18953,CAS: 6988-21-2
4550,cpd:C18954,PubChem: 124489626
4551,cpd:C18954,ChEBI: 82094
4552,cpd:C18954,CAS: 29672-19-3
4553,cpd:C18955,PubChem: 124489627
4554,cpd:C18955,ChEBI: 82095
4555,cpd:C18955,CAS: 34264-24-9
4556,cpd:C18956,PubChem: 124489628
4557,cpd:C18956,ChEBI: 82096
4558,cpd:C18956,ChEMBL: CHEMBL1076537
4559,cpd:C18956,CAS: 2631-37-0
4560,cpd:C18957,PubChem: 124489629
4561,cpd:C18957,ChEBI: 38893
4562,cpd:C18957,CAS: 2655-15-4
4563,cpd:C18958,PubChem: 124489630
4564,cpd:C18958,ChEBI: 82097
4565,cpd:C18958,ChEMBL: CHEMBL1437390
4566,cpd:C18958,CAS: 1715-40-8
4567,cpd:C18959,PubChem: 124489631
4568,cpd:C18959,ChEBI: 82098
4569,cpd:C18959,ChEMBL: CHEMBL1332823
4570,cpd:C18959,CAS: 2550-75-6
4571,cpd:C18960,PubChem: 124489632
4572,cpd:C18960,ChEBI: 82099
4573,cpd:C18960,CAS: 297-78-9
4574,cpd:C18961,PubChem: 124489633
4575,cpd:C18961,ChEBI: 82100
4576,cpd:C18961,CAS: 465-73-6
4577,cpd:C18962,PubChem: 124489634
4578,cpd:C18962,ChEBI: 82101
4579,cpd:C18962,CAS: 4234-79-1
4580,cpd:C18963,PubChem: 124489635
4581,cpd:C18963,ChEBI: 82102
4582,cpd:C18963,CAS: 919-76-6
4583,cpd:C18964,PubChem: 124489636
4584,cpd:C18964,ChEBI: 82103
4585,cpd:C18964,CAS: 19691-80-6
4586,cpd:C18965,PubChem: 124489637
4587,cpd:C18965,ChEBI: 82104
4588,cpd:C18965,ChEMBL: CHEMBL2104572
4589,cpd:C18965,CAS: 2104-96-3
4590,cpd:C18966,PubChem: 124489638
4591,cpd:C18966,ChEBI: 82105
4592,cpd:C18966,ChEMBL: CHEMBL3189138
4593,cpd:C18966,CAS: 4824-78-6
4594,cpd:C18967,PubChem: 124489639
4595,cpd:C18967,ChEBI: 82106
4596,cpd:C18967,ChEMBL: CHEMBL1570266
4597,cpd:C18967,CAS: 126-22-7
4598,cpd:C18968,PubChem: 124489640
4599,cpd:C18968,ChEBI: 82107
4600,cpd:C18968,ChEMBL: CHEMBL452866
4601,cpd:C18968,CAS: 786-19-6
4602,cpd:C18969,PubChem: 124489641
4603,cpd:C18969,ChEBI: 82108
4604,cpd:C18969,ChEMBL: CHEMBL1354530
4605,cpd:C18969,CAS: 14816-20-7
4606,cpd:C18970,PubChem: 124489642
4607,cpd:C18970,ChEBI: 82109
4608,cpd:C18970,ChEMBL: CHEMBL2074800
4609,cpd:C18970,CAS: 21923-23-9
4610,cpd:C18971,PubChem: 124489643
4611,cpd:C18971,ChEBI: 82110
4612,cpd:C18971,ChEMBL: CHEMBL2104169
4613,cpd:C18971,CAS: 7700-17-6
4614,cpd:C18972,PubChem: 124489644
4615,cpd:C18972,ChEBI: 82111
4616,cpd:C18972,ChEMBL: CHEMBL1880767
4617,cpd:C18972,CAS: 299-86-5
4618,cpd:C18973,PubChem: 124489645
4619,cpd:C18973,ChEBI: 82112
4620,cpd:C18973,ChEMBL: CHEMBL2271087
4621,cpd:C18973,CAS: 13067-93-1
4622,cpd:C18974,PubChem: 124489646
4623,cpd:C18974,ChEBI: 82113
4624,cpd:C18974,CAS: 3734-95-0
4625,cpd:C18975,PubChem: 124489647
4626,cpd:C18975,ChEBI: 82114
4627,cpd:C18975,CAS: 682-80-4
4628,cpd:C18976,PubChem: 124489648
4629,cpd:C18976,ChEBI: 82115
4630,cpd:C18976,CAS: 2587-90-8
4631,cpd:C18977,PubChem: 124489649
4632,cpd:C18977,ChEBI: 82116
4633,cpd:C18977,ChEMBL: CHEMBL1520836
4634,cpd:C18977,CAS: 298-03-3
4635,cpd:C18978,PubChem: 124489650
4636,cpd:C18978,ChEBI: 82117
4637,cpd:C18978,ChEMBL: CHEMBL1900921
4638,cpd:C18978,CAS: 126-75-0
